Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId,bats,pitch
Total,DJ LeMahieu,NYY,114,0.10526316,0.10526316,1.0,0.32673267,0.39473684,0.47524752,0.86998436,0.14851485,0.35227273,19.485106962212328,5.800320478566888,0.3749559157717545,141.43291436838751,9874,R,L
Total,Darin Ruf,SFG,110,0.14545455,0.18181818,0.8,0.25806452,0.36363636,0.55913978,0.92277614,0.30107526,0.25373134,19.52469026619179,6.118641066789454,0.3830838799476624,144.98087213867845,9929,R,L
Total,Wil Myers,SDP,107,0.11214953,0.22429907,0.5,0.26315789,0.34579439,0.55789474,0.90368913,0.29473685,0.28125,18.653075497793967,5.5521311203120325,0.3779627433362997,140.56106161806954,10047,R,L
Total,Max Stassi,LAA,58,0.10344828,0.15517241,0.66666667,0.26,0.32758621,0.58,0.90758621,0.32,0.21052632,9.858070314388204,2.6310320054101237,0.3707627982928835,139.07229386180106,10059,R,L
Total,Jonathan Villar,3 Tms,98,0.02040816,0.23469388,0.08695652,0.22916667,0.24489796,0.32291667,0.56781463,0.09375,0.28169014,6.388770751458567,-5.609222971099454,0.2468234775017719,55.39476106562109,10071,R,L
Total,Mike Trout,LAA,110,0.18181818,0.26363636,0.68965517,0.25287356,0.4,0.37931034,0.77931034,0.12643678,0.33928571,15.592618004166145,2.2044389180174044,0.3397771789217895,117.64318308294693,10155,R,L
Total,Jose Iglesias,2 Tms,85,0.04705882,0.09411765,0.5,0.3,0.34117647,0.4,0.74117647,0.1,0.31428571,11.154343538791563,0.9490503602332128,0.3259249645120957,108.77212756150608,10231,R,L
Total,Randal Grichuk,TOR,115,0.02608696,0.15652174,0.16666667,0.34821429,0.36521739,0.64285714,1.00807453,0.29464285,0.36046512,24.361239716499,10.381158731966163,0.4256496978842694,172.5654632475092,10243,R,L
Total,Marcell Ozuna,ATL,106,0.12264151,0.22641509,0.54166667,0.2688172,0.35849057,0.60215054,0.96064111,0.33333334,0.26666667,20.475161805793164,7.633771702691434,0.3964388886323342,151.30911197763461,10324,R,L
Total,Enrique Hernandez,2 Tms,106,0.05660377,0.16981132,0.33333333,0.2371134,0.28301887,0.3814433,0.66446217,0.1443299,0.25641026,10.401714773133953,-2.403935103460592,0.2868315015199049,79.83490091390429,10472,R,L
Total,Cesar Hernandez,CLE,157,0.08917197,0.20382166,0.4375,0.22142857,0.30128205,0.37857143,0.67985348,0.15714286,0.25961538,17.12692625612256,-1.7768813690519627,0.30017942037337864,87.6642539336009,10556,R,L
Total,Gio Urshela,NYY,90,0.08888889,0.23333333,0.38095238,0.24691358,0.31111111,0.29629629999999996,0.60740741,0.04938272,0.32786885,8.021791967958395,-2.80220827886444,0.27471583551830714,73.54332571328284,10681,R,L
Total,Jurickson Profar,SDP,109,0.0733945,0.16513761,0.44444444,0.25510204,0.30555556,0.36734694,0.6729025,0.11224489999999998,0.27848101,11.308315091019079,-2.052621193046168,0.293090569752234,84.75469622184404,10815,R,L
Total,Jedd Gyorko,MIL,57,0.19298246,0.22807018,0.84615385,0.26666667,0.40350877,0.64444444,1.04795321,0.37777777,0.25,12.192543388905685,5.037423165145079,0.4245096083198275,167.0285991681717,10816,R,L
Total,Andrelton Simmons,2 Tms,92,0.09782609,0.19565217,0.5,0.27160494,0.35869565,0.34567901,0.70437466,0.07407407,0.33870968,11.442588216721227,0.3585960633150829,0.3194540071746577,103.26249207165772,10847,R,L
Total,Adam Duvall,2 Tms,91,0.03296703,0.28571429,0.11538462,0.22988506,0.26373626,0.51724138,0.78097764,0.28735632,0.25454545,12.102083639434902,1.0453342881122516,0.3278160527512267,107.1660774659328,10950,R,L
Total,Phil Gosselin,2 Tms,81,0.09876543,0.2345679,0.42105263,0.31944444,0.39506173,0.52777778,0.92283951,0.20833334,0.4,14.989929303022224,4.991892955692609,0.3936581201851368,149.26668691974356,10953,R,L
Total,Jonathan Schoop,DET,81,0.02469136,0.29629629999999996,0.08333333,0.23684211,0.25,0.38157895,0.63157895,0.14473684,0.30769231,6.695926810316303,-3.0608630080898034,0.26678232848644257,66.42801680567652,11265,R,L
Total,Whit Merrifield,KCR,119,0.09243697,0.05882353,1.57142857,0.30555556,0.3697479,0.47222222,0.84197012,0.16666666,0.30612245,19.085793344854512,4.69294922667662,0.3631441673990024,130.93926907370084,11281,R,L
Total,Jake Marisnick,2 Tms,41,0.07317073,0.29268293,0.25,0.32432432,0.39024390000000003,0.62162162,1.01186552,0.2972973,0.43478261,8.728354402459225,3.79613033739384,0.4263271805716724,173.60321984234906,11339,R,L
Total,Jesus Aguilar,MIA,110,0.11818182,0.2,0.59090909,0.26595745,0.35454545,0.5106383,0.86518375,0.24468085,0.28985507,17.239761902570056,3.887323042928502,0.3581895889522873,129.89006437475635,11342,R,L
Total,Yasmani Grandal,CHW,69,0.28985507,0.24637681,1.17647059,0.27272727,0.47058824,0.47727273,0.94786097,0.20454546,0.32142857,13.714570609224735,5.339031097782553,0.40943362081752105,165.9232651532166,11368,R,L
Total,Gary Sanchez,NYY,84,0.14285714,0.30952381,0.46153846,0.14084507,0.27380952,0.4084507,0.68226022,0.26760563,0.1025641,8.797252892297148,-1.3629273709241176,0.29504776503666336,86.89062805033033,11442,R,L
Total,Mark Canha,OAK,135,0.14814815,0.2,0.74074074,0.28037383,0.42222222,0.5046729,0.92689512,0.22429907,0.33766234,25.974733621876158,9.734265723328509,0.4013732427091741,163.64503528750018,11445,R,L
Total,Michael A. Taylor,2 Tms,74,0.06756757,0.40540541,0.16666667,0.22058824,0.28378378,0.41176471,0.69554849,0.19117647,0.34285714,8.131064442188375,-0.7827666278771229,0.3012261954513756,87.99583582172258,11489,R,L
Total,Manny Machado,SDP,115,0.15652174,0.16521739,0.94736842,0.2371134,0.35652174,0.43298969,0.78951143,0.19587629,0.23611111,16.736183906423573,2.6935575255031687,0.3431568396718879,117.91689474707958,11493,R,L
Total,Willson Contreras,CHC,103,0.0776699,0.25242718,0.30769231,0.27173913,0.33980583,0.47826087,0.8180666999999999,0.20652174,0.32258065,14.966422075140805,2.519487360227438,0.3470505818282024,119.09059711786915,11609,R,L
Total,Elias Diaz,COL,66,0.07575758,0.24242424,0.3125,0.16393443,0.22727273,0.27868852,0.50596125,0.11475409,0.18604651,3.2931027036097773,-4.652241193136859,0.2262589859239983,25.509604474974516,11680,R,L
Total,Nick Castellanos,CIN,87,0.03448276,0.18390805,0.1875,0.30120482,0.33333333,0.59036145,0.92369478,0.28915663,0.31147541,15.414076638482571,4.7879605340585725,0.3856689125992531,140.1750173520197,11737,R,L
Total,J.T. Realmuto,PHI,91,0.12087912,0.20879121,0.57894737,0.33333333,0.45054945,0.50666667,0.95721612,0.17333334,0.42592593,18.97469123676181,7.882201658931974,0.41898188093206384,165.5635942784765,11739,R,L
Total,Hanser Alberto,2 Tms,91,0.02197802,0.14285714,0.15384615,0.3253012,0.34444444,0.43373494,0.77817938,0.10843374,0.36111111,12.42535270488984,1.3417981836867992,0.33254362013604905,110.83450644171181,11902,R,L
Total,Jon Berti,MIA,96,0.16666667,0.22916667,0.72727273,0.16666667,0.30526316,0.28205128,0.58731444,0.11538461,0.2,8.494534919307423,-3.1541163303993214,0.27354189345711155,75.50880406613153,12037,R,L
Total,Niko Goodrum,DET,87,0.10344828,0.32183908,0.32142857,0.30263158,0.37931034,0.51315789,0.89246823,0.21052631,0.43478261,15.324550434294169,4.85033029252571,0.3808249337919827,143.68761586532668,12092,R,L
Total,Nick Ahmed,ARI,99,0.08080808,0.18181818,0.44444444,0.27472527,0.33333333,0.45054945,0.78388278,0.17582418,0.32394366,13.923462956408093,1.7820706956182208,0.3385429346200192,110.84633519538662,12147,R,L
Total,Austin Barnes,LAD,44,0.11363636,0.25,0.45454545,0.26315789,0.34883721,0.34210526,0.69094247,0.07894737,0.34615385,5.293191999137303,-0.03348745411644366,0.3136955471925957,100.45953975106787,12158,R,L
Total,Xander Bogaerts,BOS,132,0.10606061,0.17424242,0.60869565,0.34745763,0.41666667,0.56779661,0.98446328,0.22033898,0.38636364,27.417112058365912,11.410268528724279,0.4198167442365457,167.08041487636237,12161,R,L
Total,Miguel Sano,MIN,99,0.1010101,0.4040404,0.25,0.14606742,0.23232323,0.30337079,0.53569402,0.15730337,0.2,5.845218339902959,-6.117472788350978,0.2391514525269017,48.05011603778393,12164,R,L
Total,Maikel Franco,2 Tms,114,0.07894737,0.18421053,0.42857143,0.26923077,0.3245614,0.41346154,0.73802294,0.14423077,0.31707317,14.460701940317238,0.7401752301646112,0.320913084766321,103.87355444104544,12179,R,L
Total,Jorge Alfaro,MIA,45,0.02222222,0.31111111,0.07142857,0.25,0.26666667,0.40909091,0.67575758,0.15909091,0.32142857,4.150795966028078,-1.3818274218450943,0.28097924861040985,78.9374694207797,12180,R,L
Total,Kevin Pillar,3 Tms,103,0.04854369,0.18446602,0.26315789,0.30927835,0.34951456,0.50515464,0.8546691999999999,0.19587629,0.35135135,16.783580118527553,4.041788534929893,0.3618015343067693,124.98890873732536,12434,R,L
Total,Curt Casali,2 Tms,52,0.09615385,0.28846154,0.33333333,0.23913043,0.32692308,0.47826087,0.80518395,0.23913044,0.28571429,7.732608891202233,1.3480916983616564,0.3451459866303664,115.81660970104271,12510,R,L
Total,Marcus Semien,2 Tms,117,0.05982906,0.27350427,0.21875,0.24545455,0.29059829,0.46363636,0.75423465,0.21818181,0.28169014,14.956792894124632,0.8328757391568467,0.3227557218991793,106.3831344102022,12533,R,L
Total,C.J. Cron,2 Tms,58,0.06896552,0.25862069,0.26666667,0.30188679,0.36206897,0.56603774,0.92810671,0.26415095,0.37142857,10.72478089658297,3.8462097960499615,0.3955923061946343,140.58330954448004,12546,R,L
Total,Eugenio Suarez,CIN,97,0.10309278,0.31958763,0.32258065,0.14117647,0.2371134,0.37647059,0.61358399,0.23529412,0.14,7.872407958910168,-3.9732521687892066,0.2646405500235017,61.377431221576394,12552,R,L
Total,Trevor Story,COL,131,0.11450382,0.18320611,0.625,0.30434783,0.38167939,0.53043478,0.91211417,0.22608695,0.3372093,23.832715883611307,7.8799203259335675,0.3865169130838834,130.44526291934295,12564,R,L
Total,George Springer,2 Tms,63,0.12698413,0.19047619,0.66666667,0.23076923,0.32786885,0.48076923,0.80863808,0.25,0.21621622,9.13504972786377,1.2893043506212063,0.3427711705692479,121.57199325513487,12856,R,L
Total,James McCann,2 Tms,62,0.11290323,0.16129032,0.7,0.33333333,0.43548387,0.60784314,1.04332701,0.27450981,0.34210526,14.069604446753285,6.519153570398114,0.44072040434806575,187.6355852605687,12859,R,L
Total,Anthony Rendon,LAA,110,0.19090909,0.10909091,1.75,0.23863636,0.38181818,0.46590909,0.84772727,0.22727273,0.22222222,18.146504865456837,4.668975213040131,0.3651668981674615,135.28466538747918,12861,R,L
Total,Francisco Lindor,2 Tms,118,0.09322034,0.09322034,1.0,0.25742574,0.34482759,0.37623762,0.72106521,0.11881188,0.26966292,14.950709378523287,0.6029781756824829,0.3214544396975945,103.9171220014143,12916,R,L
Total,Phillip Evans,PIT,42,0.07142857,0.19047619,0.375,0.23684211,0.30952381,0.34210526,0.65162907,0.10526315,0.27586207,4.369694135129688,-0.6523181284067651,0.2903877141929808,83.28751901149772,12950,R,L
Total,Austin Hedges,2 Tms,55,0.09090909,0.30909091,0.29411765,0.12244898,0.20370370000000002,0.20408163,0.40778533,0.08163265,0.16129032,1.077633932470914,-5.567312799156075,0.19096514913770887,16.599702080537458,12976,R,L
Total,Javier Baez,CHC,104,0.04807692,0.32692308,0.14705882,0.20833333,0.25961538,0.4375,0.69711538,0.22916667,0.24561404,11.039856411513043,-1.6130222380197508,0.2972192873175328,86.1444015940173,12979,R,L
Total,Teoscar Hernandez,TOR,87,0.08045977,0.25287356,0.31818182,0.325,0.37931034,0.6875,1.06681034,0.3625,0.36,19.755505400471414,9.120454239420622,0.4447176429046982,185.129697860743,13066,R,L
Total,Josh Bell,2 Tms,95,0.13684211,0.26315789,0.52,0.15584416,0.27368421,0.28571429,0.5593985,0.12987013,0.16981132,6.378093340282234,-5.252250163967816,0.24911129221003106,53.52615616673872,13145,R,L
Total,Jorge Polanco,MIN,119,0.03361345,0.13445378,0.25,0.3125,0.33613445,0.49107143,0.82720588,0.17857143,0.33684211,18.03636571137462,3.6524566498235305,0.3521017893021848,124.68840886450528,13152,R,L
Total,Orlando Arcia,MIL,54,0.12962963,0.18518519,0.7,0.19148936,0.29629629999999996,0.34042553,0.63672183,0.14893617,0.22222222,5.16384092952291,-1.6146940193029262,0.28432054431350146,74.50459279896343,13185,R,L
Total,Mike Zunino,TBR,68,0.07352941,0.33823529,0.2173913,0.24193548,0.30882353,0.62903226,0.93785579,0.38709678,0.25,12.335763051041727,4.184037587472567,0.3933823546942543,156.9781703804356,13265,R,L
Total,Ildemaro Vargas,4 Tms,44,0.06818182,0.27272727,0.25,0.09756098,0.15909091,0.17073171,0.32982262,0.07317073,0.10714286,-0.5593222114337293,-5.957482117701849,0.15266838398846713,-11.051005735857368,13324,R,L
Total,Stephen Piscotty,OAK,109,0.0733945,0.2293578,0.32,0.23232323,0.28703704,0.33333333,0.62037037,0.1010101,0.28767123,9.494890436477666,-3.678409658424849,0.2748410492031663,76.89359466064637,13367,R,L
Total,Erik Gonzalez,PIT,90,0.06666667,0.16666667,0.4,0.28915663,0.33707865,0.51807229,0.85515094,0.22891566,0.3125,14.575465041342573,3.644244114998181,0.3638617938823914,130.53765964533554,13369,R,L
Total,Christian Walker,ARI,78,0.12820513,0.20512821,0.625,0.24615385,0.35897436,0.43076923,0.78974359,0.18461538,0.29166667,11.345189439398803,1.6611929706163786,0.3443483297641461,113.9234202685396,13419,R,L
Total,Tom Murphy,SEA,45,0.08888889,0.31111111,0.28571429,0.20512821,0.27906977,0.51282051,0.79189028,0.3076923,0.22727273,6.2453518536847605,0.9986502778690816,0.33714841964632963,120.708859778284,13499,R,L
Total,Jose  Ramirez,CLE,150,0.12,0.12,1.0,0.32824427,0.41333333,0.65648855,1.06982188,0.32824428,0.32038835,34.241207733005574,16.153553686291275,0.4440333706301612,184.9113079238888,13510,R,L
Total,Roman Quinn,PHI,62,0.06451613,0.25806452,0.25,0.15517241,0.20967742,0.31034483,0.52002225,0.15517242,0.175,3.0401562081506337,-4.510294668204537,0.22501439625217068,38.01415914490117,13546,R,L
Total,Jose Peraza,2 Tms,69,0.05797101,0.10144928,0.57142857,0.2,0.24637681,0.35384615,0.60022296,0.15384615,0.21052632,5.203186670975505,-3.2885085766150364,0.2600984141446542,59.608557016144154,13593,R,L
Total,Mookie Betts,LAD,124,0.16935484,0.19354839,0.875,0.21782178,0.35483871,0.31683168,0.67167039,0.0990099,0.27272727,13.774169902709446,-1.2552513969865222,0.3040916152664873,94.26567282084558,13611,R,L
Total,Ketel Marte,ARI,62,0.01612903,0.08064516,0.2,0.41666667,0.43548387,0.65,1.08548387,0.23333333,0.44444444,15.066607959266019,7.355326063628508,0.4598263752075933,190.04186653185147,13613,R,L
Total,Carson Kelly,ARI,85,0.15294118,0.15294118,1.0,0.21428571,0.34117647,0.44285714,0.78403361,0.22857143,0.18867925,11.765677824380061,1.4174237397929623,0.3377682516972224,111.90293989072323,13620,R,L
Total,Jeimer Candelario,DET,93,0.08602151,0.21505376,0.4,0.38823529,0.44086022,0.55294118,0.9938014000000001,0.16470589,0.49206349,19.971866507013797,8.735540758749003,0.4279781195425218,175.5047818695424,13621,R,L
Total,Tyrone Taylor,MIL,50,0.04,0.18,0.22222222,0.25531915,0.3,0.42553191,0.72553191,0.17021276,0.27777778,6.094391225883988,0.10389178902867242,0.3158464372158051,98.08247547282649,13675,R,L
Total,Jacob Stallings,PIT,77,0.16883117,0.22077922,0.76470588,0.265625,0.38961039,0.546875,0.93648539,0.28125,0.30232558,14.80057060957401,5.4565439248129595,0.4006806039190912,154.73371236247505,13723,R,L
Total,Chris Taylor,LAD,117,0.14529915,0.25641026,0.56666667,0.24242424,0.35897436,0.51515152,0.87412588,0.27272728,0.28571429,19.629192133172428,5.45166463844386,0.37267813857259424,139.73318572206233,13757,R,L
Total,Adalberto Mondesi,KCR,60,0.03333333,0.23333333,0.14285714,0.31034483,0.33333333,0.67241379,1.00574712,0.36206896,0.35,12.297803943136039,4.8107737275746505,0.4136771361033122,164.27018865244128,13769,R,L
Total,Kevin Plawecki,BOS,49,0.02040816,0.04081633,0.5,0.34042553,0.36734694,0.5106383,0.87798524,0.17021277,0.3255814,8.510469268679598,2.5293425206541817,0.3781412803396887,138.52923481738324,13807,R,L
Total,Matt Duffy,CHC,40,0.1,0.175,0.57142857,0.25714286,0.35,0.28571429,0.63571429,0.02857143,0.32142857,4.223279821235382,-0.4404549128229988,0.2955983832478523,87.61997282974974,13836,R,L
Total,Tim Lopes,SEA,59,0.05084746,0.25423729,0.2,0.21818182,0.27118644,0.4,0.67118644,0.18181818,0.26315789,5.857763182110693,-1.5484138916064227,0.28865553969043795,84.3068205993459,14137,R,L
Total,Byron Buxton,MIN,63,0.01587302,0.23809524,0.06666667,0.32786885,0.33333333,0.62295082,0.95628415,0.29508197,0.37209302,11.885486932384696,4.272053027438843,0.3993268221143692,156.36897035082242,14161,R,L
Total,Carlos Correa,HOU,158,0.10759494,0.17721519,0.60714286,0.29285714,0.37341772,0.40714286,0.78056058,0.11428572,0.34862385,22.593060813060934,3.5637247629081577,0.34183690333977723,122.74054103023859,14162,R,L
Total,Jorge Soler,KCR,69,0.08695652,0.33333333,0.26086957,0.16393443,0.25,0.24590164,0.49590164,0.08196721,0.26315789,3.554484376520969,-4.669159172265671,0.22837037111029904,40.23529551065821,14221,R,L
Total,Mitch Haniger,SEA,49,0.08163265,0.30612245,0.26666667,0.22727273,0.28571429,0.56818182,0.85389611,0.34090909,0.23076923,7.538242135616598,1.8251670863950835,0.3559891666684832,133.40529717674522,14274,R,L
Total,Lewis Brinson,MIA,78,0.05128205,0.26923077,0.19047619,0.24324324,0.28205128,0.44594595,0.72799723,0.20270271,0.3,9.238777252515282,-0.33799853674558256,0.31044890483220416,98.82830332118291,14352,R,L
Total,Renato Nunez,2 Tms,50,0.1,0.26,0.38461538,0.2,0.28,0.33333333,0.61333333,0.13333333,0.25806452,4.29223903628632,-1.9395069294925071,0.271842520236969,69.34857207384351,14503,R,L
Total,Pedro Severino,BAL,100,0.12,0.21,0.57142857,0.22727273,0.32,0.35227273,0.67227273,0.125,0.265625,10.957440201269462,-1.0861040688287458,0.30120717525482177,91.10495910446541,14523,R,L
Total,Anthony Santander,BAL,59,0.05084746,0.32203390000000004,0.15789474,0.21818182,0.27118644,0.41818182,0.68936826,0.2,0.29411765,6.187641749227085,-0.9772887955665204,0.2957167453685049,86.91743175388625,14551,R,L
Total,Franmil Reyes,CLE,115,0.12173913,0.24347826,0.5,0.23232323,0.33043478,0.38383838,0.71427316,0.15151515,0.28985507,13.852506324204047,-0.03822409406081895,0.3142462127041398,97.0731717857888,14566,R,L
Total,David Bote,CHC,94,0.10638298,0.25531915,0.41666667,0.14634146,0.24468085,0.29268293,0.53736378,0.14634147,0.16071429,5.7657625610379855,-5.613961725458656,0.2421157588350012,50.234670754291045,14593,R,L
Total,Manuel Margot,TBR,119,0.06722689,0.12605042,0.53333333,0.26126126,0.31092437,0.38738739,0.69831176,0.12612613,0.28723404,13.51626169162038,-0.7157514072751726,0.3060365855192938,98.69903981963148,14712,R,L
Total,Phillip Ervin,2 Tms,50,0.16,0.18,0.88888889,0.12195122,0.28,0.12195122,0.40195122,0.0,0.15625,1.8414890976133125,-4.434932151299499,0.2146312403678894,30.43312355402206,14738,R,L
Total,Yu Chang,CLE,65,0.07692308,0.30769231,0.25,0.13559322,0.2,0.18644068,0.38644068,0.05084746,0.2,0.8528571647390201,-6.806127287747017,0.1795403975706834,7.568676483735707,14773,R,L
Total,Luke Voit,NYY,74,0.10810811,0.22972973,0.47058824,0.19696970000000003,0.28378378,0.46969697,0.75348075,0.27272727,0.1627907,9.370964883462133,0.2694976242339018,0.3192358806326583,102.8815615497468,14811,R,L
Total,Kyle Farmer,CIN,45,0.04444444,0.13333333,0.33333333,0.30952381,0.35555556,0.42857143,0.78412699,0.11904762,0.34285714,6.593180654734111,1.1141676066217183,0.3439785944090949,113.76472553665388,14813,R,L
Total,JaCoby Jones,DET,66,0.07575758,0.34848485,0.2173913,0.19672131,0.25757576,0.3442623,0.60183806,0.14754099,0.27777778,5.360320790986724,-2.5403478226259284,0.26263498718088324,64.21494070538199,14818,R,L
Total,Pat Valaika,BAL,82,0.08536585,0.23170732,0.36842105,0.22972973,0.29268293,0.44594595,0.73862888,0.21621622,0.23529412,10.097433097678994,0.1078941747730724,0.31473685328553364,100.30657173759668,14885,R,L
Total,Andrew Knapp,PHI,51,0.01960784,0.29411765,0.06666667,0.18,0.19607843,0.2,0.39607843,0.02,0.25714286,0.5228269903307499,-5.566395701622434,0.1764351012660008,7.335985212239421,14942,R,L
Total,Victor Caratini,2 Tms,58,0.06896552,0.32758621,0.21052632,0.32692308,0.39655172,0.40384615,0.80039787,0.07692307,0.5,9.10989863110537,2.0794315679168163,0.35741163327776154,127.08854016969651,14968,R,L
Total,Hunter Dozier,KCR,64,0.109375,0.328125,0.33333333,0.21052632,0.296875,0.36842105,0.66529605,0.15789473,0.31428571,6.746383094829474,-0.9747091218410392,0.2945167720317841,84.67977571539095,15117,R,L
Total,Tim Locastro,ARI,88,0.06818182,0.21590909,0.31578947,0.18421053,0.28735632,0.32894737,0.61630369,0.14473684,0.21818182,8.062924325397738,-2.6976552606313153,0.2781515285886567,71.49034534168297,15124,R,L
Total,Trey Mancini,BAL,75,0.12,0.16,0.75,0.33846154,0.41333333,0.67692308,1.09025641,0.33846154,0.33333333,17.377243722618555,8.632741096259089,0.4534145690299369,195.37332925214,15149,R,L
Total,Mitch Garver,MIN,87,0.10344828,0.33333333,0.31034483,0.23076923,0.31034483,0.5,0.81034483,0.26923077,0.27906977,12.877382145171149,2.5014476262974576,0.3477830763520865,122.42269120980471,15161,R,L
Total,Tim Anderson,CHW,91,0.08791209,0.1978022,0.44444444,0.37349398,0.42857143,0.69879518,1.12736661,0.3253012,0.42372881,22.615808485571698,11.514383851115069,0.4667394744025337,203.8454891989426,15172,R,L
Total,Chad Pinder,OAK,42,0.07142857,0.23809524,0.3,0.20512821,0.26190476,0.48717949,0.74908425,0.28205128,0.19230769,5.050015700079839,-0.07921724297817523,0.31595814795721144,104.35700791748508,15191,R,L
Total,Garrett Cooper,MIA,91,0.05494505,0.27472527,0.2,0.31764706,0.36263736,0.63529412,0.99793148,0.31764706,0.37735849,18.91363374250735,7.919429787572279,0.4189781454893259,171.1725176527268,15279,R,L
Total,Kris Bryant,CHC,84,0.14285714,0.20238095,0.70588235,0.37142857,0.47619048,0.74285714,1.21904762,0.37142857,0.42553191,23.31610387473878,13.209533951278296,0.5092378826368422,225.99330491452957,15429,R,L
Total,Hunter Renfroe,2 Tms,99,0.12121212,0.23232323,0.52173913,0.23529412,0.33333333,0.51764706,0.85098039,0.28235294,0.23214286,15.684553331215994,3.6861219764548703,0.3608753657100177,131.29303150397138,15464,R,L
Total,Victor Reyes,DET,65,0.09230769,0.18461538,0.5,0.25423729,0.32307692,0.30508475,0.62816167,0.05084746,0.31914894,6.416763406114203,-1.5460129716829232,0.2851337983058049,78.09116311269733,15487,R,L
Total,Amed Rosario,2 Tms,128,0.0625,0.125,0.5,0.30833333,0.3515625,0.44166667,0.79322917,0.13333334,0.34313725,18.60241207324052,3.142357526645901,0.3445632997900248,119.60063510375414,15518,R,L
Total,Aaron Judge,NYY,89,0.12359551,0.24719101,0.5,0.34666667,0.43820225,0.68,1.11820225,0.33333333,0.39130435,21.71640280868216,11.089411439851956,0.4674639614780298,203.98868640868838,15640,R,L
Total,Jose Abreu,CHW,99,0.07070707,0.22222222,0.31818182,0.24719101,0.32323232,0.58426966,0.90750198,0.33707865,0.23728814,17.348543915055238,5.296502220533338,0.3808517335641264,146.12923116513713,15676,R,L
Total,Tyler O'Neill,STL,51,0.09803922,0.29411765,0.33333333,0.19565217,0.27450979999999997,0.34782609,0.62233589,0.15217392,0.26666667,4.493180037057113,-1.7211334476712232,0.2764400267133526,74.73465723627945,15711,R,L
Total,Miguel Andujar,NYY,50,0.02,0.2,0.1,0.24489796,0.26,0.32653061,0.58653061,0.08163265,0.28947368,3.7001655809072314,-2.370749365589256,0.255006890296936,59.93607370034572,15878,R,L
Total,Luis Torrens,2 Tms,57,0.07017544,0.21052632,0.33333333,0.16981132,0.22807018,0.33962264,0.56769282,0.16981132,0.17948718,3.7927919279370266,-3.1389518801536602,0.2473061210230777,58.014421163915955,15905,R,L
Total,Aledmys Diaz,HOU,54,0.03703704,0.14814815,0.25,0.21568627,0.25925926,0.29411765,0.55337691,0.07843138,0.25581395,3.482137444228077,-2.9926055792866704,0.24646675917837355,58.145902178574325,15937,R,L
Total,Austin Nola,2 Tms,78,0.11538462,0.15384615,0.75,0.25,0.34615385,0.38235294,0.72850679,0.13235294,0.29090909,9.575252585840706,-0.03726342992734155,0.3187005581793847,103.42826264259544,15941,R,L
Total,Clint Frazier,NYY,89,0.08988764,0.29213483,0.30769231,0.21518987,0.30337079,0.36708861,0.6704594,0.15189874,0.28,9.662323044430895,-1.0540188906672736,0.29758156283517895,89.17057252413795,15983,R,L
Total,Willy Adames,2 Tms,110,0.09090909,0.35454545,0.25641026,0.25,0.31818182,0.53,0.84818182,0.28,0.34545455,17.504370430738067,4.2055419108572965,0.3596040346405723,134.44314207482842,15986,R,L
Total,Austin Slater,SFG,108,0.21296296,0.16666667,1.27777778,0.27058824,0.42592593,0.57647059,1.00239652,0.30588235,0.25423729,23.108183129939608,10.078281573268946,0.42706695750907614,174.3865962325793,16153,R,L
Total,J.D. Davis,NYM,90,0.16666667,0.21111111,0.78947368,0.24657534,0.38888889,0.43835616,0.82724505,0.19178082,0.29411765,14.358559658844312,3.1235468071888284,0.3587615313855084,131.16797589904894,16219,R,L
Total,Trea Turner,WSN,108,0.10185185,0.13888889,0.73333333,0.38947368,0.45370370000000004,0.72631579,1.18001949,0.33684211,0.40540541,28.680108076437836,15.516180670365213,0.4897257437308629,210.18825147208008,16252,R,L
Total,Francisco Mejia,2 Tms,47,0.06382979,0.23404255,0.27272727,0.25,0.29787234,0.45454545,0.75241779,0.20454545,0.29032258,5.948292873232477,0.3611838811923187,0.3247301426339657,111.3065861580484,16403,R,L
Total,Jordan Luplow,CLE,108,0.17592593,0.22222222,0.79166667,0.1954023,0.34259259,0.37931034,0.72190293,0.18390804,0.21666667,13.900368325606356,0.9240771086964686,0.3238253074663657,103.88581597396013,16424,R,L
Total,Christian Arroyo,BOS,52,0.01923077,0.25,0.07692308,0.24,0.25490196,0.36,0.61490196,0.12,0.30555556,4.166874165444497,-2.0657470647405343,0.26518306311439066,62.949351888511465,16434,R,L
Total,Rhys Hoskins,PHI,123,0.17073171,0.16260163,1.05,0.32653061,0.46341463,0.65306122,1.11647585,0.32653061,0.35211268,30.582014126740965,15.749601705037625,0.4695413805604951,199.3209812081432,16472,R,L
Total,Matt Chapman,OAK,98,0.12244898,0.31632653,0.38709677,0.24705882,0.33673469,0.45882353,0.79555822,0.21176471,0.32,14.168254119302711,2.5365977184433524,0.34475959320457616,125.43572101954024,16505,R,L
Total,Isiah Kiner-Falefa,TEX,139,0.04316547,0.14388489,0.3,0.29457364,0.33093525,0.39534884,0.72628409,0.1007752,0.32407407,17.303648401222258,0.5074564630008034,0.3168751515930505,102.12908931060022,16512,R,L
Total,Mauricio Dubon,SFG,88,0.07954545,0.15909091,0.5,0.2875,0.34482759,0.4125,0.75732759,0.125,0.31746032,11.395806045656679,0.6888367993884041,0.3241807516883401,105.52221342845294,16530,R,L
