Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId,bats,pitch
Total,Wil Myers,SDP,255,0.09019608,0.25490196,0.35384615,0.27074236,0.34117647,0.50218341,0.84335988,0.23144105,0.32679739,40.40983230649956,9.356134996111473,0.3592508704054589,129.10274241776244,10047,R,R
Total,Max Stassi,LAA,79,0.10126582,0.26582278,0.38095238,0.27536232,0.35443038,0.42028986,0.77472024,0.14492754,0.34782609,11.151623609406684,1.467189508421156,0.3392922199225124,116.8340667472876,10059,R,R
Total,Mike Trout,LAA,277,0.15162455,0.24548736,0.61764706,0.31877729,0.42599278,0.69868996,1.12468274,0.37991267,0.35915493,66.33828003305925,32.451476920135164,0.4585471861064434,198.05016578974187,10155,R,R
Total,Jose Iglesias,2 Tms,232,0.02155172,0.13793103,0.15625,0.33484163,0.36206897,0.49773756,0.85980653,0.16289593,0.37297297,38.80147503836329,10.706411955489468,0.36973378113631533,138.03136193085916,10231,R,R
Total,Randal Grichuk,TOR,318,0.05660377,0.21383648,0.26470588,0.25337838,0.29559748,0.42567568,0.72127316,0.1722973,0.28440367,36.938869093495,-1.6299764989441743,0.3087381641571454,93.36329344497595,10243,R,R
Total,Marcell Ozuna,ATL,369,0.11924119,0.22222222,0.53658537,0.28482972,0.37127371,0.48297214,0.85424585,0.19814242,0.33628319,61.63432805539684,16.70820807220058,0.368552715720042,131.01409844635998,10324,R,R
Total,John Ryan Murphy,PIT,56,0.07142857,0.44642857,0.16,0.13725489999999999,0.2,0.17647059,0.37647059,0.03921569,0.26923077,0.2407523865345992,-6.78883941224775,0.1760741558941928,4.621932072170624,10346,R,R
Total,Domingo Santana,CLE,63,0.15873016,0.28571429,0.55555556,0.19230769,0.33333333,0.36538462,0.69871795,0.17307693,0.25,7.618681563317022,-0.2896092103131205,0.3143131411264813,95.15907862968416,10348,R,R
Total,Adeiny Hechavarria,ATL,52,0.07692308,0.19230769,0.4,0.25,0.30769231,0.29166667,0.59935898,0.04166667,0.31578947,4.392154743505953,-2.1353233553633704,0.2710905304321876,64.70645232574785,10459,R,R
Total,Enrique Hernandez,2 Tms,202,0.04950495,0.23762376,0.20833333,0.24338624,0.29207921,0.43386243,0.72594164,0.19047619,0.29104478,24.04266951905416,-0.38482643736673694,0.3127644746610434,97.28220595230749,10472,R,R
Total,Gio Urshela,NYY,257,0.08949416,0.17120623,0.52272727,0.29694323,0.35797665,0.50655022,0.86452687,0.20960699,0.32022472,42.5433676437745,11.354769219578257,0.3684813470692022,136.63357551567435,10681,R,R
Total,Jedd Gyorko,MIL,78,0.05128205,0.32051282,0.16,0.23611111,0.28205128,0.41666667,0.69871795,0.18055556,0.29545455,8.379840015657988,-1.4113771326459978,0.2983150390478281,83.74088187122841,10816,R,R
Total,Andrelton Simmons,2 Tms,177,0.08474576,0.1299435,0.65217391,0.2654321,0.32768362,0.33950617,0.66718979,0.07407407,0.30434783,19.18035539395312,-2.2340207307865247,0.29861977948980817,89.25171668667394,10847,R,R
Total,Adam Duvall,2 Tms,289,0.07266436,0.27681661,0.2625,0.2243346,0.28719723,0.47148289,0.75868012,0.24714829,0.24096386,36.923835974418736,1.8076785171862613,0.3222882246476144,103.45426498669713,10950,R,R
Total,Phil Gosselin,2 Tms,79,0.06329114,0.30379747,0.20833333,0.2027027,0.25316456,0.2972973,0.55046186,0.0945946,0.28571429,5.001576067559936,-4.566702297277233,0.2440810641155967,51.566807065728206,10953,R,R
Total,Jonathan Schoop,DET,290,0.06206897,0.2137931,0.29032258,0.2518797,0.30689655,0.39849624,0.70539279,0.14661654,0.29081633,33.53785747765419,-1.5429973852742005,0.30697942561116714,93.32987299511906,11265,R,R
Total,Whit Merrifield,KCR,358,0.05307263,0.13966479999999998,0.38,0.25766871,0.30726257,0.39263804,0.69990061,0.13496933,0.27205882,40.293151516383354,-3.2968310751860592,0.3036106253802444,90.30768335216476,11281,R,R
Total,Jake Marisnick,2 Tms,53,0.05660377,0.32075472,0.17647059,0.26530612,0.32075472,0.6122449000000001,0.93299962,0.34693878,0.32142857,9.67304655146126,3.341702066178361,0.3911572548578369,150.32207551977783,11339,R,R
Total,Jesus Aguilar,MIA,297,0.09427609,0.17171717,0.54901961,0.26717557,0.33333333,0.44656489,0.77989822,0.17938932,0.28292683,41.087662659165176,5.0566283683746125,0.33600134761245165,116.22112511716504,11342,R,R
Total,Delino DeShields,CLE,91,0.08791209,0.24175824,0.36363636,0.2625,0.32954545,0.3125,0.64204545,0.05,0.36206897,9.129598141576574,-2.2934885314447433,0.289889546957883,78.44113135603038,11379,R,R
Total,Gary Sanchez,NYY,227,0.10132159,0.32599119,0.31081081,0.17171717,0.27753304,0.35353535,0.63106839,0.18181818,0.21052632,20.99970306009284,-6.691094313559617,0.28050731194702017,76.44095389810165,11442,R,R
Total,Mark Canha,OAK,332,0.14457831,0.21084337,0.68571429,0.24528302,0.38253012,0.42641509,0.80894521,0.18113207,0.28571429,51.839664686623195,11.459810804727647,0.35808938849403205,133.47812343516534,11445,R,R
Total,Michael A. Taylor,2 Tms,183,0.06557377,0.27868852,0.23529412,0.23529412,0.28961749,0.39411765,0.68373514,0.15882353,0.29464286,19.639263621572372,-2.2959715807400944,0.2982243784789831,86.45334392433304,11489,R,R
Total,Manny Machado,SDP,333,0.09909910000000001,0.15915916,0.62264151,0.28231293,0.34834835,0.52721088,0.87555923,0.24489795,0.29004329,54.36372458896236,13.90301756522256,0.364951529401414,133.15627549561188,11493,R,R
Total,Willson Contreras,CHC,299,0.10367893,0.28093645,0.36904762,0.23076923,0.35451505,0.39271255,0.7472276,0.16194332,0.30128205,41.119654483083785,4.685667379681167,0.33373004935656897,110.20466038733576,11609,R,R
Total,Elias Diaz,COL,92,0.07608696,0.22826087,0.33333333,0.19047619,0.25,0.26190476,0.51190476,0.07142857,0.23809524,4.8589645160673935,-6.269702920472734,0.2303992172946101,27.877601272300677,11680,R,R
Total,Nick Castellanos,CIN,348,0.09195402,0.26436782,0.34782609,0.27974277,0.35344828,0.55305466,0.90650294,0.27331189,0.335,61.6840067958841,19.429723963738414,0.3844472853274181,140.30384825977023,11737,R,R
Total,J.T. Realmuto,PHI,234,0.08974359,0.26495726,0.33870968,0.25603865,0.33760684,0.48309179,0.82069863,0.22705314,0.30075188,35.227264407031406,6.684573228411543,0.3511920768303933,120.82702368897137,11739,R,R
Total,Hanser Alberto,2 Tms,229,0.01310044,0.12227074,0.10714286,0.25791855,0.27433628,0.36651584,0.64085212,0.10859729,0.28795812,20.522173413342102,-7.768148018711946,0.27690965306442394,72.86613737574534,11902,R,R
Total,Jon Berti,MIA,180,0.13333333,0.24444444,0.54545455,0.24666667,0.36312849,0.34666667,0.70979516,0.1,0.33333333,23.16338108771561,1.3009392350268267,0.3230245696099777,107.80206972718807,12037,R,R
Total,Nick Ahmed,ARI,270,0.08518519,0.24074074,0.35384615,0.23265306,0.30111524,0.33061224,0.63172748,0.09795918,0.30113636,25.58062269404613,-7.239845254867443,0.2819457973689395,74.1256341022831,12147,R,R
Total,Austin Barnes,LAD,148,0.13513514,0.22297297,0.60606061,0.24590164,0.3630137,0.35245902,0.71547272,0.10655738,0.31818182,19.014696415701078,1.0262032562877441,0.3248396087182711,107.56093620189013,12158,R,R
Total,Xander Bogaerts,BOS,293,0.08191126,0.18088737,0.45283019,0.30188679,0.36177474,0.5245283000000001,0.88630304,0.22264151,0.33,50.10690927608492,14.551183515327006,0.3767295055782672,137.39309083414258,12161,R,R
Total,Miguel Sano,MIN,245,0.11020408,0.41632653,0.26470588,0.21296296,0.30612245,0.52314815,0.8292706,0.31018519,0.29166667,36.54669534843124,6.5695811552897725,0.3489100407870089,121.94279679570515,12164,R,R
Total,Jorge Bonifacio,DET,73,0.05479452,0.28767123,0.19047619,0.19402985,0.24657534,0.31343284,0.56000818,0.11940299,0.24444444,4.572372231839402,-4.591202791573301,0.2452172759461076,48.92823782993926,12174,R,R
Total,Maikel Franco,2 Tms,326,0.06134969,0.15337423,0.4,0.23509934,0.2791411,0.39735099,0.67649209,0.16225165,0.24796748,32.929244456991114,-6.82252966781004,0.2892479060246394,81.42222094820399,12179,R,R
Total,Jorge Alfaro,MIA,102,0.04901961,0.36274509999999993,0.13513514,0.21276596,0.27450979999999997,0.29787234,0.57238214,0.08510638,0.32727273,7.545059134868955,-4.955048287602089,0.2571972082642948,63.835812779842044,12180,R,R
Total,Kevin Pillar,3 Tms,205,0.05365854,0.2,0.26829268,0.2617801,0.31219512,0.40837696,0.72057208,0.14659686,0.31506849,24.480458545393986,-0.6810249510335467,0.3130180219324624,91.67702583803431,12434,R,R
Total,Curt Casali,2 Tms,117,0.17094017,0.2991453,0.57142857,0.13978495,0.31623932,0.25806452,0.57430384,0.11827957,0.18181818,10.218151572389651,-3.932570752458525,0.27234264488877924,69.46304749995585,12510,R,R
Total,Marcus Semien,2 Tms,344,0.11337209,0.22674419,0.5,0.25657895,0.34011628,0.45065789,0.79077417,0.19407894,0.30373832,49.482002694357995,7.747703675378909,0.3439699473769165,120.67034675403956,12533,R,R
Total,C.J. Cron,2 Tms,133,0.15789474,0.27819549,0.56756757,0.23853211,0.37593985,0.44036697,0.81630682,0.20183486,0.3030303,21.19854713256264,5.34316193337345,0.3610835433902597,120.030799736025,12546,R,R
Total,Eugenio Suarez,CIN,337,0.10682493,0.30563798,0.34951456,0.19322034,0.28783383,0.43728814,0.72512197,0.2440678,0.20809249,40.168965316991574,-0.6508945006325186,0.31166466556134675,92.78771364000264,12552,R,R
Total,Trevor Story,COL,333,0.08108108,0.25525526,0.31764706,0.26315789,0.32432432,0.45723684,0.78156116,0.19407895,0.33333333,45.53960942182233,5.078902398082511,0.33353200797948235,95.31462117764164,12564,R,R
Total,George Springer,2 Tms,176,0.10227273,0.17045455,0.6,0.26490066,0.36,0.55629139,0.91629139,0.29139073,0.25454545,31.953871877673503,9.95915470439517,0.38639322144644606,151.28071591434826,12856,R,R
Total,James McCann,2 Tms,178,0.07303371,0.30337079,0.24074074,0.20858896,0.26966292,0.31901840000000004,0.58868132,0.11042944,0.27619048,13.833052453007749,-7.590696360561798,0.26054558995064725,66.90032749063292,12859,R,R
Total,Anthony Rendon,LAA,248,0.125,0.17338710000000002,0.72093023,0.27014218,0.37903226,0.42180095,0.80083321,0.15165877,0.31055901,38.30275590902247,7.966926554199841,0.35381896075932123,127.19055861372259,12861,R,R
Total,Jose Osuna,PIT,56,0.03571429,0.25,0.14285714,0.16666667,0.19642857,0.35185185,0.54828042,0.18518518,0.16216216,2.87778569342016,-4.151806105362189,0.231887657727514,41.45853438289723,12937,R,R
Total,Phillip Evans,PIT,132,0.12121212,0.21212121,0.57142857,0.25892857,0.37121212,0.40178571,0.77299783,0.14285714,0.3125,19.46559088695665,3.7982795091333013,0.3470951287132321,120.70502550895758,12950,R,R
Total,Austin Hedges,2 Tms,112,0.0625,0.3125,0.2,0.14736842,0.21904762,0.27368421,0.49273183,0.12631579,0.1754386,4.7228730077645125,-8.844882475326365,0.21599319806465736,33.075378725258986,12976,R,R
Total,Javier Baez,CHC,310,0.02580645,0.33870968,0.07619048,0.22945205,0.26213592,0.40753425,0.66967017,0.17808220000000002,0.30508475,29.83735336841461,-7.870225730227258,0.2855168203641842,78.636139009746,12979,R,R
Total,Cam Gallagher,KCR,85,0.08235294,0.21176471,0.38888889,0.25333333,0.31325301,0.37333333,0.68658634,0.12,0.31578947,9.260140106314953,-1.1238542047793312,0.3002980688968337,86.74632783059212,12981,R,R
Total,Teoscar Hernandez,TOR,266,0.06766917,0.27819549,0.24324324,0.29387755,0.34339623,0.50204082,0.84543705,0.20816327,0.36305732,42.61480389070429,10.242839301942952,0.3614228158626917,129.19321777124622,13066,R,R
Total,Orlando Arcia,MIL,146,0.04794521,0.17123288,0.28,0.27007299,0.30821918,0.41605839,0.72427757,0.14598540000000002,0.30275229,17.413288849464784,-0.8155755744658606,0.3114470120978682,92.8127258231131,13185,R,R
Total,Mike Zunino,TBR,132,0.08333333,0.43939394,0.18965517,0.15384615,0.25,0.39316239,0.64316239,0.23931624,0.19607843,12.337242351758594,-3.580250611615067,0.2805328712318883,81.18308484462841,13265,R,R
Total,Stephen Piscotty,OAK,177,0.06214689,0.32203390000000004,0.19298246,0.20731707,0.26553672,0.37195122,0.63748794,0.16463415,0.27,16.068208872000028,-5.632089064797111,0.27763219304003955,78.62054068061363,13367,R,R
Total,Erik Gonzalez,PIT,264,0.03409091,0.23863636,0.14285714,0.19841270000000003,0.22348485,0.26587302,0.48935787,0.06746032,0.2565445,10.235850211192016,-21.83144718785202,0.21446037834340875,32.13578281067555,13369,R,R
Total,Christian Walker,ARI,236,0.06355932,0.21610169,0.29411765,0.25806452,0.30508475,0.42396313,0.72904788,0.16589861,0.30674847,28.36284153730305,-0.7346984165844086,0.3123413147562641,93.39372242446308,13419,R,R
Total,Tom Murphy,SEA,56,0.05357143,0.33928571,0.15789474,0.13207547,0.17857143,0.26415094,0.44272237,0.13207547,0.15625,1.4702057241899271,-5.059022903491805,0.19632919132709506,25.813338132963466,13499,R,R
Total,Jose Peraza,2 Tms,104,0.03846154,0.16346154,0.23529412,0.24210526,0.29807692,0.35789474,0.65597166,0.11578948,0.27272727,10.355228289486856,-2.3959359829407028,0.2888812783818979,79.78538687068612,13593,R,R
Total,Mookie Betts,LAD,324,0.08641975,0.13888889,0.62222222,0.28719723,0.36111111,0.56747405,0.92858516,0.28027682,0.28,60.26169012118351,20.85925846923363,0.3920587827394038,152.1803752072254,13611,R,R
Total,Carson Kelly,ARI,169,0.09467456,0.23668639,0.4,0.27397259999999996,0.35502959,0.45205479,0.80708438,0.17808219,0.33009709,25.19063513914383,4.7715513576034345,0.3494630455970764,118.87024611129995,13620,R,R
Total,Tyrone Taylor,MIL,75,0.06666667,0.25333333,0.26315789,0.18461538,0.29333333,0.4,0.69333333,0.21538462,0.20930233,8.53497384451399,-0.4150350842617976,0.3051234308878581,91.33378998550941,13675,R,R
Total,Jacob Stallings,PIT,206,0.09708738,0.24757282,0.39215686,0.23626374,0.31372549,0.34615385,0.65987934,0.10989011,0.31007752,21.309917395548872,-3.6196922607850506,0.2943279979860081,84.63438056908255,13723,R,R
Total,Tomas Nido,NYM,55,0.03636364,0.16363636,0.22222222,0.25490196,0.30909091,0.49019608,0.79928699,0.23529412,0.25641026,7.859064748543692,1.2945335265578737,0.3430479006333785,121.58857011745904,13755,R,R
Total,Chris Taylor,LAD,284,0.12676056,0.25,0.50704225,0.28333333,0.39222615,0.45,0.84222615,0.16666667,0.37267081,47.43722369350709,12.948708361165902,0.3700797682094911,137.7438220414415,13757,R,R
Total,Rob Refsnyder,2 Tms,40,0.1,0.325,0.30769231,0.25714286,0.325,0.4,0.725,0.14285714,0.36363636,4.7844392763094135,0.004548806102675052,0.3162304103374481,100.60385108175754,13770,R,R
Total,Kevin Plawecki,BOS,90,0.07777778,0.21111111,0.36842105,0.3,0.37078652,0.4,0.77078652,0.1,0.39344262,12.929593453380528,1.9090219607681624,0.3415462810002016,113.24070049612129,13807,R,R
Total,Matt Duffy,CHC,66,0.10606061,0.16666667,0.63636364,0.29090909,0.39393939,0.4,0.79393939,0.10909091,0.34090909,10.126548718168658,2.4313864069723303,0.355477205731652,126.87590130529266,13836,R,R
Total,Eric Haase,DET,47,0.06382979,0.36170213,0.17647059,0.19047619,0.25531915,0.28571429,0.54103344,0.0952381,0.28,2.8812808533133856,-2.768373535114349,0.2431068204818888,49.82044647986732,14111,R,R
Total,Tim Lopes,SEA,92,0.0326087,0.20652174,0.15789474,0.25,0.2826087,0.34090909,0.62351779,0.09090909,0.31884058,7.892841182085718,-3.655773915913855,0.27266364512236224,73.36037068909243,14137,R,R
Total,Daniel Robertson,2 Tms,51,0.09803922,0.27450979999999997,0.35714286,0.18181818,0.28,0.27272727,0.55272727,0.09090909,0.24137931,3.780132908032616,-2.273349557413379,0.25631317496299744,60.123674328385846,14145,R,R
Total,Byron Buxton,MIN,170,0.02941176,0.25882353,0.11363636,0.29192547,0.32352941,0.67080745,0.99433686,0.37888198,0.29,33.99415035869154,13.235096793129776,0.4120430504574496,164.68630807306212,14161,R,R
Total,Carlos Correa,HOU,268,0.07089552,0.19776119,0.35849057,0.25,0.30970149,0.4057377,0.71543919,0.1557377,0.2826087,31.143149222034978,-1.4709371600560697,0.3091168643388533,100.05721599004885,14162,R,R
Total,Jorge Soler,KCR,299,0.09698997,0.33110368,0.29292929,0.2109375,0.29931973,0.40625,0.70556973,0.1953125,0.28187919,34.38485132723017,-1.8525645303829124,0.3066516733493935,92.54319358006727,14221,R,R
Total,Mitch Haniger,SEA,166,0.07831325,0.20481928,0.38235294,0.27152318,0.3253012,0.52980132,0.85510252,0.25827814,0.29090909,26.511757885381325,7.15725873903905,0.3633318493165166,138.3533977200998,14274,R,R
Total,Anthony Alford,2 Tms,42,0.0952381,0.47619048,0.2,0.15789474,0.23809524,0.36842105,0.60651629,0.21052631,0.25,3.3131048641800382,-1.7535826824903984,0.2604703420684451,62.8291114057219,14329,R,R
Total,Lewis Brinson,MIA,93,0.03225806,0.29032258,0.11111111,0.21111111,0.23655914,0.3,0.53655914,0.08888889,0.27868852,5.104423249567095,-6.256993291472849,0.2352541672286167,49.47903756463757,14352,R,R
Total,Harold Ramirez,2 Tms,46,0.04347826,0.19565217,0.22222222,0.20930233,0.26086957,0.3255814,0.58645097,0.11627907,0.24242424,3.2077756211168267,-2.2180647194378866,0.2513132214546204,56.8220864633368,14387,R,R
Total,Renato Nunez,2 Tms,195,0.06666667,0.30256409999999995,0.22033898,0.25423729,0.31794872,0.52542373,0.84337245,0.27118644,0.30188679,30.396411644451078,6.132810132734235,0.35574406996751445,126.64392282593309,14503,R,R
Total,Pedro Severino,BAL,213,0.08450704,0.22535211,0.375,0.25388601,0.32075472,0.35233161,0.67308633,0.09844560000000001,0.32394366,22.853079871610003,-3.1875402318684296,0.2972482798788785,87.85601982822217,14523,R,R
Total,Wyatt Mathisen,ARI,47,0.17021277,0.38297872,0.44444444,0.11428571,0.31914894,0.28571429,0.60486323,0.17142858,0.125,4.694941560973205,-0.9368427142009362,0.2881109080416091,79.1265704284448,14555,R,R
Total,Franmil Reyes,CLE,284,0.07746479,0.31338028,0.24719101,0.28125,0.33450704,0.546875,0.88138204,0.265625,0.35483871,47.273018423614424,12.489646222588934,0.3700447603010795,134.24170275930362,14566,R,R
Total,David Bote,CHC,211,0.09478673,0.24644549999999998,0.38461538,0.22043011,0.30476190000000003,0.40322581,0.70798771,0.1827957,0.25396825,24.781715350162802,-0.6951209214212373,0.3096099433444795,94.77226274646955,14593,R,R
Total,Manuel Margot,TBR,215,0.06046512,0.17209302,0.35135135,0.26,0.30232558,0.365,0.66732558,0.105,0.30246914,22.127905107576947,-4.002940826575662,0.2922312930572865,88.71544282791203,14712,R,R
Total,Luke Voit,NYY,210,0.06666667,0.24761905,0.26923077,0.28272251,0.34285714,0.57591623,0.91877337,0.29319372,0.30081301,37.9272285950027,11.825375991745998,0.3849746411754971,146.9884747425165,14811,R,R
Total,Kyle Farmer,CIN,163,0.06748466,0.19018405,0.35483871,0.20547945,0.28220859,0.26712329,0.54933188,0.06164384,0.24561404,11.507222833749106,-7.890638699117852,0.2529765316313761,55.15428147611881,14813,R,R
Total,JaCoby Jones,DET,147,0.04761905,0.36054422,0.13207547,0.22794118,0.27891156,0.39705882,0.67597038,0.16911764,0.32911392,15.25993408205034,-2.6387708788919313,0.29232186119572645,83.09097888544845,14818,R,R
Total,Pat Valaika,BAL,148,0.03378378,0.25675676,0.13157895,0.24822695,0.27397259999999996,0.36879433,0.64276693,0.12056738,0.31313131,13.536338884619994,-4.630855407329278,0.2780035766836715,74.48452476848456,14885,R,R
Total,Adam Engel,CHW,58,0.03448276,0.27586207,0.125,0.29090909,0.32758621,0.50909091,0.83667712,0.21818182,0.37837838,8.960780338148826,1.6801316894099634,0.3540959296555355,126.71185561943597,15082,R,R
Total,Jonathan Davis,TOR,61,0.08196721,0.27868852,0.29411765,0.21153846,0.31666667,0.25,0.56666667,0.03846154,0.31428571,5.27371293924233,-2.052923889239821,0.26798924505710603,68.01027252498557,15104,R,R
Total,Hunter Dozier,KCR,250,0.12,0.26,0.46153846,0.18721461,0.28800000000000003,0.36986301,0.65786301,0.1826484,0.21527778,25.51178986578515,-5.039356112486815,0.2905267753601074,81.2923716615448,15117,R,R
Total,Tim Locastro,ARI,94,0.07446809,0.15957447,0.46666667,0.29268293,0.38297872,0.36585366,0.74883238,0.07317073,0.34848485,13.47320464216864,2.281116544834731,0.3392236461030676,113.26659358361832,15124,R,R
Total,Trey Mancini,BAL,135,0.08148148,0.22962963,0.35483871,0.24590164,0.31851852,0.44262295,0.76114147,0.19672131,0.29069767,18.20320732732449,2.4631025998774527,0.332209226820204,113.69524940129938,15149,R,R
Total,Mitch Garver,MIN,119,0.10924369999999999,0.42857143,0.25490196,0.18269231,0.27731092,0.34615385,0.62346477,0.16346154,0.3,10.514067875109218,-3.8519710731882832,0.2775138696702589,73.62798341668228,15161,R,R
Total,Tim Anderson,CHW,295,0.03050847,0.25423729,0.12,0.28723404,0.31525424,0.41843972,0.73369396,0.13120568,0.36180905,36.48843949496378,0.6101764312349713,0.31843438330343216,103.717097470216,15172,R,R
Total,Chad Pinder,OAK,69,0.05797101,0.36231884,0.16,0.23076923,0.27536232,0.35384615,0.62920847,0.12307692,0.35897436,6.251555705814849,-2.106113692373741,0.275953251382579,78.34837454785891,15191,R,R
Total,Garrett Cooper,MIA,200,0.095,0.255,0.37254902,0.24858757,0.335,0.37853107,0.71353107,0.1299435,0.32786885,24.68137758598254,0.5585488192789302,0.3177741885185242,104.56771832554205,15279,R,R
Total,Jack Mayfield,2 Tms,46,0.02173913,0.36956522,0.05882353,0.16666667,0.2,0.19047619,0.39047619,0.02380952,0.26923077,0.38968863715881175,-5.304203402199804,0.17690024375915528,11.30972170871798,15402,R,R
Total,Kris Bryant,CHC,262,0.08396947,0.26335878,0.31884058,0.23931624,0.31679389,0.41452991,0.7313238000000001,0.17521367,0.29936306,32.234714078408516,0.686525228124899,0.3183963520316785,100.73164538413172,15429,R,R
Total,Hunter Renfroe,2 Tms,193,0.04663212,0.2642487,0.17647059,0.18232044,0.22279793,0.35359116,0.57638909,0.17127072,0.20800000000000002,12.75396405535249,-10.534841019637305,0.2477366071908585,54.31434763647808,15464,R,R
Total,Amed Rosario,2 Tms,175,0.05142857,0.28571429,0.18,0.19393939,0.24,0.3030303,0.5430303000000001,0.10909091,0.25225225,10.323944590300641,-10.857244797736087,0.2392091291291373,49.30717836585997,15518,R,R
Total,Willians Astudillo,MIN,87,0.0,0.08045977,0.0,0.28235294,0.29885057,0.47058824,0.76943881,0.1882353,0.27027027,11.64957519006989,1.3719262940909618,0.33078209833167066,111.30952370764463,15608,R,R
Total,Aaron Judge,NYY,222,0.11711712,0.27477477,0.42622951,0.26804124,0.35746606,0.5257732,0.88323926,0.25773196,0.31932773,38.39960628627794,11.747463642349407,0.37852037546321815,143.77965594475125,15640,R,R
Total,Jose Abreu,CHW,355,0.08450704,0.24225352,0.34883721,0.30476190000000003,0.36901408,0.55873016,0.92774424,0.25396826,0.35211268,65.50861393407496,22.28628156081352,0.3904799995786053,153.03798640873134,15676,R,R
Total,Tyler O'Neill,STL,222,0.05855856,0.3018018,0.19402985,0.21287129,0.27477477,0.48019802,0.75497279,0.26732673,0.22314050000000002,27.71098056421846,0.6925005985912644,0.32040684905138106,103.78496143576643,15711,R,R
Total,Yonathan Daza,COL,79,0.03797468,0.21518987,0.17647059,0.27027027,0.29487179,0.35135135,0.64622314,0.08108108,0.33333333,7.543214317267524,-1.6676617824977764,0.2829616971504994,64.72320185942371,15794,R,R
Total,Miguel Andujar,NYY,69,0.02898551,0.15942029,0.18181818,0.23880597,0.26086957,0.29850746,0.55937703,0.05970149,0.28571429,4.393346913345872,-3.991127654723109,0.2455795847851297,52.877271271022465,15878,R,R
Total,Luis Torrens,2 Tms,117,0.05982906,0.23931624,0.25,0.23364486,0.28448276,0.32710279999999997,0.61158556,0.09345794,0.30379747,10.16426155878856,-3.888175143164851,0.27092493659463424,74.92302048250106,15905,R,R
Total,Aledmys Diaz,HOU,105,0.01904762,0.19047619,0.1,0.27,0.30476190000000003,0.5,0.8047619,0.23,0.29333333,14.853450042707955,2.2626791573596337,0.3394093163884603,121.34795101868635,15937,R,R
Total,Austin Nola,2 Tms,165,0.1030303,0.15151515,0.68,0.26618705,0.36363636,0.4676259,0.83126226,0.20143885,0.27272727,26.167791890354128,5.804068977386928,0.3581728985815337,130.71546327908385,15941,R,R
Total,Clint Frazier,NYY,216,0.16203704,0.26388889,0.61403509,0.22471910000000003,0.35648148,0.43258427,0.78906575,0.20786517,0.27433628,32.060044747644234,5.785800275259781,0.3465115806018865,121.81765875364815,15983,R,R
Total,Willy Adames,2 Tms,261,0.09195402,0.34482759,0.26666667,0.23628692,0.30651341,0.40506329,0.7115767,0.16877637,0.34532374,30.613769685256386,-1.1752280617476492,0.3097043731660222,99.85042632056519,15986,R,R
Total,Austin Slater,SFG,129,0.07751938,0.37209302,0.20833333,0.22413793,0.296875,0.35344828,0.65032328,0.12931035,0.35384615,12.99164329579613,-2.540329336015964,0.2886868119239807,83.69148604325878,16153,R,R
Total,J.D. Davis,NYM,187,0.10695187,0.27807487,0.38461538,0.28481013,0.39037433,0.42405063,0.81442496,0.1392405,0.39215686,29.82541530556231,6.717937156327054,0.3616340877538059,131.9497270310875,16219,R,R
Total,Trea Turner,WSN,353,0.05949008,0.16997167,0.35,0.30769231,0.35410765,0.51076923,0.86487688,0.20307692,0.33596838,58.79917959816271,15.899384527872146,0.36938659631496784,131.19393319793107,16252,R,R
Total,Alex Blandino,CIN,57,0.10526316,0.35087719,0.3,0.20833333,0.33333333,0.27083333,0.60416666,0.0625,0.35714286,5.567720621236863,-1.0781013747963275,0.285709187649844,77.90225277438282,16271,R,R
Total,Oscar Mercado,CLE,63,0.07936508,0.3015873,0.26315789,0.13793103,0.20634921,0.13793103,0.34428024,0.0,0.20512821,-0.18340947148591752,-8.09170024511606,0.16752798216683526,-5.3153450404127875,16375,R,R
Total,Jordan Luplow,CLE,105,0.13333333,0.24761905,0.53846154,0.16853933,0.2952381,0.42696629,0.72220439,0.25842696,0.17241379,12.648354644203739,-0.03176680741255078,0.3155353954860142,97.65404297155467,16424,R,R
Total,Christian Arroyo,BOS,82,0.07317073,0.21951220000000002,0.33333333,0.26027397,0.34146341,0.4109589,0.75242231,0.15068493,0.32075472,11.126986473233657,1.2536032864760915,0.33151544376117426,107.64641499900023,16434,R,R
Total,Jacob Nottingham,2 Tms,56,0.07142857,0.44642857,0.16,0.11764706,0.17857143,0.19607843,0.37464986,0.07843137,0.19230769,0.1564694694646147,-6.7033562534085975,0.17030086049011775,2.5965580726698363,16448,R,R
Total,Rhys Hoskins,PHI,273,0.0989011,0.2967033,0.33333333,0.22821577,0.31501832,0.4439834,0.75900172,0.21576763,0.27891156,36.35395550254138,3.362408581109364,0.32949363836002005,107.02907918557655,16472,R,R
Total,Matt Chapman,OAK,262,0.09541985,0.33587786,0.28409091,0.21304348,0.29007634,0.43043478,0.72051112,0.2173913,0.28467153,30.115667505688286,-1.5844173072508843,0.3062138227561048,98.83128166492504,16505,R,R
Total,Isiah Kiner-Falefa,TEX,313,0.05111821,0.15335463,0.33333333,0.28082192,0.32692308,0.39726027,0.72418335,0.11643835,0.32217573,38.33272386225338,0.3915203947054904,0.3175561294341699,101.89764138230592,16512,R,R
